VentureID,typeofcashflow,specification,value,meansofpaymentreturn,intermediarytradingoperation,estimate,dateoftransaction,timing,currency,remarks
GK025,Return,Outstanding debts in colony,239,credit,,,,Return,Dutch Guilder,
GK025,Return,Freight and passengers,5285,,,,,Return,Dutch Guilder,
GK025,Return,Returned trade cargo,612,,,,,Return,Dutch Guilder,
GK025,Expenditure,Wages crew (including bonuses),8445,,,,,Return,Dutch Guilder,
GK025,Expenditure,Other expenses,1053,,,,,Return,Dutch Guilder,
GK026,Expenditure,Value of ship before departure,33000,,,,,Outfitting,Dutch Guilder,
GK026,Expenditure,Outfitting costs,15120,,,,,Outfitting,Dutch Guilder,
GK026,Expenditure,Insurance cargo,1108,,,,,Outfitting,Dutch Guilder,
GK026,Expenditure,Trade cargo costs,41319,,,,,Outfitting,Dutch Guilder,
GK026,Expenditure,Other expenses,7821,,,,,Outfitting,Dutch Guilder,
GK026,Return,Value of ship after voyage,30000,,,,,Return,Dutch Guilder,
GK026,Return,Bills of exchange sold,57388,,,,,Return,Dutch Guilder,
GK026,Return,Bills of exchange protested,9766,credit,,,,Return,Dutch Guilder,
GK026,Return,Outstanding debts in colony,9000,credit,,,,Return,Dutch Guilder,
GK026,Return,Freight and passengers,232,,,,,Return,Dutch Guilder,
GK026,Return,Returned trade cargo,2218,,,,,Return,Dutch Guilder,
GK026,Expenditure,Wages crew (including bonuses),10605,,,,,Return,Dutch Guilder,
GK026,Expenditure,Other expenses,1127,,,,,Return,Dutch Guilder,
GK027,Expenditure,Value of ship before departure,30000,,,,,Outfitting,Dutch Guilder,
GK027,Expenditure,Outfitting costs,15582,,,,,Outfitting,Dutch Guilder,
GK027,Expenditure,Advance crew payment,1900,,,,,Outfitting,Dutch Guilder,
GK027,Expenditure,Insurance hull,1656,,,,,Outfitting,Dutch Guilder,
GK027,Expenditure,Insurance cargo,1116,,,,,Outfitting,Dutch Guilder,
GK027,Expenditure,Trade cargo costs,54269,,,,,Outfitting,Dutch Guilder,
GK027,Expenditure,Other expenses,7403,,,,,Outfitting,Dutch Guilder,
GK027,Return,Value of ship after voyage,27000,,,,,Return,Dutch Guilder,
GK027,Return,Bills of exchange sold,53038,,,,,Return,Dutch Guilder,
GK027,Return,Plantation produce received,36752,,,,,Return,Dutch Guilder,
GK027,Return,Freight and passengers,434,,,,,Return,Dutch Guilder,
GK027,Expenditure,Wages crew (including bonuses),14719,,,,,Return,Dutch Guilder,
GK027,Expenditure,Insurance on return,939,,,,,Return,Dutch Guilder,
GK027,Expenditure,Other expenses,1868,,,,,Return,Dutch Guilder,
GK028,Expenditure,Value of ship before departure,27000,,,,,Outfitting,Dutch Guilder,
GK028,Expenditure,Outfitting costs,16632,,,,,Outfitting,Dutch Guilder,
GK028,Expenditure,Advance crew payment,2132,,,,,Outfitting,Dutch Guilder,
GK028,Expenditure,Insurance hull,1664,,,,,Outfitting,Dutch Guilder,
GK028,Expenditure,Insurance cargo,1862,,,,,Outfitting,Dutch Guilder,
GK028,Expenditure,Trade cargo costs,51824,,,,,Outfitting,Dutch Guilder,
GK028,Expenditure,Other expenses,7633,,,,,Outfitting,Dutch Guilder,
GK028,Return,Value of ship after voyage,24000,,,,,Return,Dutch Guilder,
GK028,Return,Bills of exchange sold,94913,,,,,Return,Dutch Guilder,
GK028,Return,Bills of exchange protested,11311,credit,,,,Return,Dutch Guilder,
GK028,Return,Outstanding debts in colony,31938,credit,,,,Return,Dutch Guilder,
GK028,Return,Freight and passengers,550,,,,,Return,Dutch Guilder,
GK028,Expenditure,Wages crew (including bonuses),16061,,,,,Return,Dutch Guilder,
GK028,Expenditure,Other expenses,1662,,,,,Return,Dutch Guilder,
GK029,Expenditure,Value of ship before departure,24000,,,,,Outfitting,Dutch Guilder,
GK029,Expenditure,Outfitting costs,15995,,,,,Outfitting,Dutch Guilder,
GK029,Expenditure,Advance crew payment,1822,,,,,Outfitting,Dutch Guilder,
GK029,Expenditure,Insurance hull,1382,,,,,Outfitting,Dutch Guilder,
GK029,Expenditure,Insurance cargo,1854,,,,,Outfitting,Dutch Guilder,
GK029,Expenditure,Trade cargo costs,58366,,,,,Outfitting,Dutch Guilder,
GK029,Expenditure,Other expenses,7800,,,,,Outfitting,Dutch Guilder,
GK029,Return,Value of ship after voyage,21000,,,,,Return,Dutch Guilder,
GK029,Return,Outstanding debts in colony,151678,credit,,,,Return,Dutch Guilder,
GK029,Return,Cash received,704,,,,,Return,Dutch Guilder,
GK029,Return,Freight and passengers,5235,,,,,Return,Dutch Guilder,
GK029,Expenditure,Wages crew (including bonuses),17280,,,,,Return,Dutch Guilder,
GK029,Expenditure,Other expenses,6123,,,,,Return,Dutch Guilder,
GK030,Expenditure,Value of ship before departure,21000,,,,,Outfitting,Dutch Guilder,
GK030,Expenditure,Outfitting costs,17040,,,,,Outfitting,Dutch Guilder,
GK030,Expenditure,Advance crew payment,1652,,,,,Outfitting,Dutch Guilder,
GK030,Expenditure,Insurance hull,1107,,,,,Outfitting,Dutch Guilder,
GK030,Expenditure,Insurance cargo,1854,,,,,Outfitting,Dutch Guilder,
GK030,Expenditure,Trade cargo costs,65892,,,,,Outfitting,Dutch Guilder,
GK030,Expenditure,Other expenses,8332,,,,,Outfitting,Dutch Guilder,
GK030,Return,Value of ship after voyage,18000,,,,,Return,Dutch Guilder,
GK030,Return,Plantation produce received,74578,,,,,Return,Dutch Guilder,
GK030,Return,Outstanding debts in colony,34510,credit,,,,Return,Dutch Guilder,
GK030,Expenditure,Wages crew (including bonuses),12202,,,,,Return,Dutch Guilder,
GK030,Expenditure,Insurance on return,852,,,,,Return,Dutch Guilder,
GK030,Expenditure,Other expenses,5140,,,,,Return,Dutch Guilder,
GK031,Expenditure,Value of ship before departure,18000,,,,,Return,Dutch Guilder,
GK031,Expenditure,Outfitting costs,17402,,,,,Outfitting,Dutch Guilder,
GK031,Expenditure,Advance crew payment,2290,,,,,Outfitting,Dutch Guilder,
GK031,Expenditure,Insurance hull,1107,,,,,Outfitting,Dutch Guilder,
GK031,Expenditure,Insurance cargo,2223,,,,,Outfitting,Dutch Guilder,
GK031,Expenditure,Trade cargo costs,49159,,,,,Outfitting,Dutch Guilder,
GK031,Expenditure,Other expenses,7767,,,,,Outfitting,Dutch Guilder,
GK031,Return,Value of ship after voyage,15000,,,,,Return,Dutch Guilder,
GK031,Return,Plantation produce received,78700,,,,,Return,Dutch Guilder,
GK031,Return,Outstanding debts in colony,8596,credit,,,,Return,Dutch Guilder,
GK031,Return,Freight and passengers,100,,,,,Return,Dutch Guilder,
GK031,Return,African goods sold,22793,,,,,Return,Dutch Guilder,
GK031,Expenditure,Wages crew (including bonuses),9693,,,,,Return,Dutch Guilder,
GK031,Expenditure,Insurance on return,631,,,,,Return,Dutch Guilder,
GK031,Expenditure,Other expenses,9719,,,,,Return,Dutch Guilder,
GK032,Expenditure,Value of ship before departure,15000,,,,,Outfitting,Dutch Guilder,
GK032,Expenditure,Outfitting costs,18091,,,,,Outfitting,Dutch Guilder,
GK032,Expenditure,Advance crew payment,1986,,,,,Outfitting,Dutch Guilder,
GK032,Expenditure,Insurance hull,561,,,,,Outfitting,Dutch Guilder,
GK032,Expenditure,Insurance cargo,2250,,,,,Outfitting,Dutch Guilder,
GK032,Expenditure,Trade cargo costs,48049,,,,,Outfitting,Dutch Guilder,
GK032,Expenditure,Other expenses,7900,,,,,Outfitting,Dutch Guilder,
GK032,Return,Value of ship after voyage,12000,,,,,Return,Dutch Guilder,
GK032,Return,Bills of exchange sold,48985,,,,,Return,Dutch Guilder,
GK032,Return,Plantation produce received,44449,,,,,Return,Dutch Guilder,
GK032,Return,Outstanding debts in colony,2896,credit,,,,Return,Dutch Guilder,
GK032,Return,Freight and passengers,318,,,,,Return,Dutch Guilder,
GK032,Return,African goods sold,30576,,,,,Return,Dutch Guilder,
GK032,Expenditure,Wages crew (including bonuses),14779,,,,,Return,Dutch Guilder,
GK032,Expenditure,Insurance on return,2042,,,,,Return,Dutch Guilder,
GK032,Expenditure,Other expenses,4560,,,,,Return,Dutch Guilder,
GK033,Expenditure,Value of ship before departure,12000,,,,,Outfitting,Dutch Guilder,
GK033,Expenditure,Outfitting costs,18979,,,,,Outfitting,Dutch Guilder,
GK033,Expenditure,Advance crew payment,2450,,,,,Outfitting,Dutch Guilder,
GK033,Expenditure,Insurance hull,829,,,,,Outfitting,Dutch Guilder,
GK033,Expenditure,Insurance cargo,3311,,,,,Outfitting,Dutch Guilder,
GK033,Expenditure,Trade cargo costs,43916,,,,,Outfitting,Dutch Guilder,
GK033,Expenditure,Other expenses,7792,,,,,Outfitting,Dutch Guilder,
GK034,Expenditure,Value of ship before departure,16800,,,,,Outfitting,Dutch Guilder,
GK034,Expenditure,Outfitting costs,9789,,,,,Outfitting,Dutch Guilder,
GK034,Expenditure,Advance crew payment,733,,,,,Outfitting,Dutch Guilder,
GK034,Expenditure,Insurance hull,1867,,,,,Outfitting,Dutch Guilder,
GK034,Expenditure,Insurance cargo,3333,,,,,Outfitting,Dutch Guilder,
GK034,Expenditure,Trade cargo costs,32756,,,,,Outfitting,Dutch Guilder,
GK034,Expenditure,Other expenses,5639,,,,,Outfitting,Dutch Guilder,
GK034,Return,Value of ship after voyage,12000,,,,,Return,Dutch Guilder,
GK034,Return,Plantation produce received,59456,,,,,Return,Dutch Guilder,
GK034,Return,African goods sold,990,,,,,Return,Dutch Guilder,
GK034,Return,Returned trade cargo,191,,,,,Return,Dutch Guilder,
GK034,Expenditure,Wages crew (including bonuses),12182,,,,,Return,Dutch Guilder,
GK034,Expenditure,Other expenses,7304,,,,,Return,Dutch Guilder,
GK035,Expenditure,Value of ship before departure,21000,,,,,Outfitting,Dutch Guilder,
GK035,Expenditure,Outfitting costs,11363,,,,,Outfitting,Dutch Guilder,
GK035,Expenditure,Advance crew payment,1304,,,,,Outfitting,Dutch Guilder,
GK035,Expenditure,Insurance hull,1382,,,,,Outfitting,Dutch Guilder,
GK035,Expenditure,Insurance cargo,1115,,,,,Outfitting,Dutch Guilder,
GK035,Expenditure,Trade cargo costs,29124,,,,,Outfitting,Dutch Guilder,
GK035,Expenditure,Other expenses,4410,,,,,Outfitting,Dutch Guilder,
GK035,Return,Value of ship after voyage,18000,,,,,Return,Dutch Guilder,
GK035,Return,Bills of exchange sold,36339,,,,,Return,Dutch Guilder,
GK035,Return,Bills of exchange protested,19433,credit,,,,Return,Dutch Guilder,
GK035,Return,African goods sold,22680,,,,,Return,Dutch Guilder,
GK035,Return,Returned trade cargo,259,,,,,Return,Dutch Guilder,
GK035,Expenditure,Wages crew (including bonuses),7691,,,,,Return,Dutch Guilder,
GK035,Expenditure,Insurance on return,439,,,,,Return,Dutch Guilder,
GK035,Expenditure,Other expenses,863,,,,,Return,Dutch Guilder,
GK036,Expenditure,Value of ship before departure,18000,,,,,Outfitting,Dutch Guilder,
GK036,Expenditure,Outfitting costs,11079,,,,,Outfitting,Dutch Guilder,
GK036,Expenditure,Advance crew payment,1559,,,,,Outfitting,Dutch Guilder,
GK036,Expenditure,Insurance hull,1385,,,,,Outfitting,Dutch Guilder,
GK036,Expenditure,Insurance cargo,1116,,,,,Outfitting,Dutch Guilder,
GK036,Expenditure,Trade cargo costs,33086,,,,,Outfitting,Dutch Guilder,
GK036,Expenditure,Other expenses,5637,,,,,Outfitting,Dutch Guilder,
GK036,Return,Value of ship after voyage,15000,,,,,Return,Dutch Guilder,
GK036,Return,Bills of exchange sold,50257,,,,,Return,Dutch Guilder,
GK036,Return,Plantation produce received,1747,,,,,Return,Dutch Guilder,
GK036,Return,Outstanding debts in colony,15049,credit,,,,Return,Dutch Guilder,
GK036,Expenditure,Wages crew (including bonuses),6486,,,,,Return,Dutch Guilder,
GK036,Expenditure,Other expenses,1345,,,,,Return,Dutch Guilder,
GK037,Expenditure,Value of ship before departure,15000,,,,,Outfitting,Dutch Guilder,
GK037,Expenditure,Outfitting costs,11896,,,,,Outfitting,Dutch Guilder,
GK037,Expenditure,Advance crew payment,1396,,,,,Outfitting,Dutch Guilder,
GK037,Expenditure,Insurance hull,1107,,,,,Outfitting,Dutch Guilder,
GK037,Expenditure,Insurance cargo,1176,,,,,Outfitting,Dutch Guilder,
GK037,Expenditure,Trade cargo costs,25361,,,,,Outfitting,Dutch Guilder,
GK037,Expenditure,Other expenses,6042,,,,,Outfitting,Dutch Guilder,
GK037,Return,Value of ship after voyage,12000,,,,,Return,Dutch Guilder,
GK037,Return,Bills of exchange sold,29724,,,,,Return,Dutch Guilder,
GK037,Return,Plantation produce received,12225,,,,,Return,Dutch Guilder,
GK037,Return,Cash received,12,,,,,Return,Dutch Guilder,
GK037,Return,African goods sold,32487,,,,,Return,Dutch Guilder,
GK037,Return,Returned trade cargo,5517,,,,,Return,Dutch Guilder,
GK037,Expenditure,Wages crew (including bonuses),10368,,,,,Return,Dutch Guilder,
GK037,Expenditure,Other expenses,2349,,,,,Outfitting,Dutch Guilder,
GK038,Expenditure,Value of ship before departure,12000,,,,,Outfitting,Dutch Guilder,
GK038,Expenditure,Outfitting costs,13014,,,,,Outfitting,Dutch Guilder,
GK038,Expenditure,Advance crew payment,1478,,,,,Outfitting,Dutch Guilder,
GK038,Expenditure,Insurance hull,1107,,,,,Outfitting,Dutch Guilder,
GK038,Expenditure,Insurance cargo,1482,,,,,Outfitting,Dutch Guilder,
GK038,Expenditure,Trade cargo costs,39788,,,,,Outfitting,Dutch Guilder,
GK038,Expenditure,Other expenses,5648,,,,,Outfitting,Dutch Guilder,
GK038,Return,Value of ship after voyage,9000,,,,,Return,Dutch Guilder,
GK038,Return,Bills of exchange sold,37466,,,,,Return,Dutch Guilder,
GK038,Return,Plantation produce received,10203,,,,,Return,Dutch Guilder,
GK038,Return,Outstanding debts in colony,8019,credit,,,,Return,Dutch Guilder,
GK038,Return,Freight and passengers,4406,,,,,Return,Dutch Guilder,
GK038,Return,African goods sold,12842,,,,,Return,Dutch Guilder,
GK038,Return,Returned trade cargo,5194,,,,,Return,Dutch Guilder,
GK038,Expenditure,Wages crew (including bonuses),13918,,,,,Return,Dutch Guilder,
GK038,Expenditure,Insurance on return,329,,,,,Return,Dutch Guilder,
GK038,Expenditure,Other expenses,2433,,,,,Outfitting,Dutch Guilder,
GK039,Expenditure,Value of ship before departure,9000,,,,,Outfitting,Dutch Guilder,
GK039,Expenditure,Outfitting costs,16966,,,,,Outfitting,Dutch Guilder,
GK039,Expenditure,Advance crew payment,1943,,,,,Outfitting,Dutch Guilder,
GK039,Expenditure,Insurance hull,650,,,,,Outfitting,Dutch Guilder,
GK039,Expenditure,Insurance cargo,2154,,,,,Outfitting,Dutch Guilder,
GK039,Expenditure,Trade cargo costs,43927,,,,,Outfitting,Dutch Guilder,
GK039,Expenditure,Other expenses,5217,,,,,Outfitting,Dutch Guilder,
GK039,Return,Value of ship after voyage,6000,,,,,Return,Dutch Guilder,
GK039,Return,Bills of exchange sold,29138,,,,,Return,Dutch Guilder,
GK039,Return,Plantation produce received,19989,,,,,Return,Dutch Guilder,
GK039,Return,Outstanding debts in colony,61824,credit,,,,Return,Dutch Guilder,
GK039,Return,Freight and passengers,9360,,,,,Return,Dutch Guilder,
GK039,Return,African goods sold,20833,,,,,Return,Dutch Guilder,
GK039,Expenditure,Wages crew (including bonuses),17225,,,,,Return,Dutch Guilder,
GK039,Expenditure,Insurance on return,3610,,,,,Return,Dutch Guilder,
GK039,Expenditure,Other expenses,8795,,,,,Return,Dutch Guilder,
GK040,Expenditure,Value of ship before departure,6000,,,,,Outfitting,Dutch Guilder,
GK040,Expenditure,Outfitting costs,15115,,,,,Outfitting,Dutch Guilder,
GK040,Expenditure,Advance crew payment,2934,,,,,Outfitting,Dutch Guilder,
GK040,Expenditure,Insurance hull,549,,,,,Outfitting,Dutch Guilder,
GK040,Expenditure,Insurance cargo,2746,,,,,Outfitting,Dutch Guilder,
GK040,Expenditure,Trade cargo costs,28815,,,,,Outfitting,Dutch Guilder,
GK040,Expenditure,Other expenses,5697,,,,,Outfitting,Dutch Guilder,
GK041,Expenditure,Value of ship before departure,15000,,,,,Outfitting,Dutch Guilder,
GK041,Expenditure,Outfitting costs,7746,,,,,Outfitting,Dutch Guilder,
GK041,Expenditure,Advance crew payment,1204,,,,,Outfitting,Dutch Guilder,
GK041,Expenditure,Insurance hull,1099,,,,,Outfitting,Dutch Guilder,
GK041,Expenditure,Insurance cargo,1288,,,,,Outfitting,Dutch Guilder,
GK041,Expenditure,Trade cargo costs,23527,,,,,Outfitting,Dutch Guilder,
GK041,Expenditure,Other expenses,1493,,,,,Outfitting,Dutch Guilder,
GK041,Return,Value of ship after voyage,12000,,,,,Return,Dutch Guilder,
GK041,Return,Bills of exchange sold,43810,,,,,Return,Dutch Guilder,
GK041,Return,Freight and passengers,83,,,,,Return,Dutch Guilder,
GK041,Return,Returned trade cargo,28,,,,,Return,Dutch Guilder,
GK041,Expenditure,Wages crew (including bonuses),8767,,,,,Return,Dutch Guilder,
GK041,Expenditure,Other expenses,2410,,,,,Return,Dutch Guilder,
GK042,Expenditure,Value of ship before departure,12109,,,,,Outfitting,Dutch Guilder,
GK042,Expenditure,Outfitting costs,10943,,,,,Outfitting,Dutch Guilder,
GK042,Expenditure,Advance crew payment,1313,,,,,Outfitting,Dutch Guilder,
GK042,Expenditure,Insurance hull,1374,,,,,Outfitting,Dutch Guilder,
GK042,Expenditure,Insurance cargo,1503,,,,,Outfitting,Dutch Guilder,
GK042,Expenditure,Trade cargo costs,30022,,,,,Outfitting,Dutch Guilder,
GK042,Expenditure,Other expenses,5857,,,,,Outfitting,Dutch Guilder,
GK042,Return,Value of ship after voyage,9000,,,,,Return,Dutch Guilder,
GK042,Return,Bills of exchange sold,71990,,,,,Return,Dutch Guilder,
GK042,Return,Outstanding debts in colony,90,credit,,,,Return,Dutch Guilder,
GK042,Return,Freight and passengers,320,,,,,Return,Dutch Guilder,
GK042,Return,African goods sold,4822,,,,,Return,Dutch Guilder,
GK042,Return,Returned trade cargo,1416,,,,,Return,Dutch Guilder,
GK042,Expenditure,Wages crew (including bonuses),14003,,,,,Return,Dutch Guilder,
GK042,Expenditure,Other expenses,694,,,,,Return,Dutch Guilder,
GK043,Expenditure,Value of ship before departure,21000,,,,,Outfitting,Dutch Guilder,
GK043,Expenditure,Outfitting costs,13813,,,,,Outfitting,Dutch Guilder,
GK043,Expenditure,Advance crew payment,1788,,,,,Outfitting,Dutch Guilder,
GK043,Expenditure,Insurance hull,1108,,,,,Outfitting,Dutch Guilder,
GK043,Expenditure,Insurance cargo,1172,,,,,Outfitting,Dutch Guilder,
GK043,Expenditure,Trade cargo costs,33819,,,,,Outfitting,Dutch Guilder,
GK043,Expenditure,Other expenses,6467,,,,,Outfitting,Dutch Guilder,
GK043,Return,Value of ship after voyage,18000,,,,,Return,Dutch Guilder,
GK043,Return,Bills of exchange sold,21288,,,,,Return,Dutch Guilder,
GK043,Return,Plantation produce received,51988,,,,,Return,Dutch Guilder,
GK043,Return,African goods sold,231,,,,,Return,Dutch Guilder,
GK043,Return,Returned trade cargo,191,,,,,Return,Dutch Guilder,
GK043,Expenditure,Wages crew (including bonuses),12368,,,,,Return,Dutch Guilder,
GK043,Expenditure,Insurance on return,2618,,,,,Return,Dutch Guilder,
GK043,Expenditure,Other expenses,4292,,,,,Return,Dutch Guilder,
GK044,Expenditure,Value of ship before departure,18000,,,,,Outfitting,Dutch Guilder,
GK044,Expenditure,Outfitting costs,14509,,,,,Outfitting,Dutch Guilder,
GK044,Expenditure,Advance crew payment,1305,,,,,Outfitting,Dutch Guilder,
GK044,Expenditure,Insurance hull,1135,,,,,Outfitting,Dutch Guilder,
GK044,Expenditure,Insurance cargo,1130,,,,,Outfitting,Dutch Guilder,
GK044,Expenditure,Trade cargo costs,40262,,,,,Outfitting,Dutch Guilder,
GK044,Expenditure,Other expenses,6696,,,,,Outfitting,Dutch Guilder,
GK044,Return,Value of ship after voyage,15000,,,,,Return,Dutch Guilder,
GK044,Return,Plantation produce received,36401,,,,,Return,Dutch Guilder,
GK044,Return,Outstanding debts in colony,35202,credit,,,,Return,Dutch Guilder,
GK044,Return,Cash received,8110,,,,,Return,Dutch Guilder,
GK044,Return,Freight and passengers,182,,,,,Return,Dutch Guilder,
GK044,Return,Returned trade cargo,372,,,,,Return,Dutch Guilder,
GK044,Expenditure,Wages crew (including bonuses),14006,,,,,Return,Dutch Guilder,
GK044,Expenditure,Insurance on return,2626,,,,,Return,Dutch Guilder,
GK044,Expenditure,Other expenses,2031,,,,,Return,Dutch Guilder,
GK045,Expenditure,Value of ship before departure,15000,,,,,Outfitting,Dutch Guilder,
GK045,Expenditure,Outfitting costs,14250,,,,,Outfitting,Dutch Guilder,
GK045,Expenditure,Advance crew payment,1262,,,,,Outfitting,Dutch Guilder,
GK045,Expenditure,Insurance hull,1407,,,,,Outfitting,Dutch Guilder,
GK045,Expenditure,Insurance cargo,1118,,,,,Outfitting,Dutch Guilder,
GK045,Expenditure,Trade cargo costs,43094,,,,,Outfitting,Dutch Guilder,
GK045,Expenditure,Other expenses,6996,,,,,Outfitting,Dutch Guilder,
GK045,Return,Value of ship after voyage,12000,,,,,Return,Dutch Guilder,
GK045,Return,Bills of exchange sold,67432,,,,,Return,Dutch Guilder,
GK045,Return,Bills of exchange protested,184,,,,,Return,Dutch Guilder,
GK045,Return,Outstanding debts in colony,28083,credit,,,,Return,Dutch Guilder,
GK045,Expenditure,Wages crew (including bonuses),11990,,,,,Return,Dutch Guilder,
GK045,Expenditure,Insurance on return,564,,,,,Return,Dutch Guilder,
GK045,Expenditure,Other expenses,2259,,,,,Return,Dutch Guilder,
GK046,Expenditure,Value of ship before departure,12000,,,,,Outfitting,Dutch Guilder,
GK046,Expenditure,Outfitting costs,13946,,,,,Outfitting,Dutch Guilder,
GK046,Expenditure,Advance crew payment,1559,,,,,Outfitting,Dutch Guilder,
GK046,Expenditure,Insurance hull,1413,,,,,Outfitting,Dutch Guilder,
GK046,Expenditure,Insurance cargo,1158,,,,,Outfitting,Dutch Guilder,
GK046,Expenditure,Trade cargo costs,38771,,,,,Outfitting,Dutch Guilder,
GK046,Expenditure,Other expenses,6329,,,,,Outfitting,Dutch Guilder,
GK046,Return,Value of ship after voyage,9000,,,,,Return,Dutch Guilder,
GK046,Return,Bills of exchange sold,80600,,,,,Return,Dutch Guilder,
GK046,Return,Outstanding debts in colony,31250,credit,,,,Return,Dutch Guilder,
GK046,Expenditure,Wages crew (including bonuses),13453,,,,,Return,Dutch Guilder,
GK046,Expenditure,Other expenses,2520,,,,,Return,Dutch Guilder,
GK047,Expenditure,Value of ship before departure,9000,,,,,Outfitting,Dutch Guilder,
GK047,Expenditure,Outfitting costs,15583,,,,,Outfitting,Dutch Guilder,
GK047,Expenditure,Advance crew payment,1804,,,,,Outfitting,Dutch Guilder,
GK047,Expenditure,Insurance hull,1211,,,,,Outfitting,Dutch Guilder,
GK047,Expenditure,Insurance cargo,1120,,,,,Outfitting,Dutch Guilder,
GK047,Expenditure,Trade cargo costs,37865,,,,,Outfitting,Dutch Guilder,
GK047,Expenditure,Other expenses,6493,,,,,Outfitting,Dutch Guilder,
GK047,Return,Value of ship after voyage,7200,,,,,Return,Dutch Guilder,
GK047,Return,Bills of exchange sold,40113,,,,,Return,Dutch Guilder,
GK047,Return,Bills of exchange protested,558,,,,,Return,Dutch Guilder,
GK047,Return,Outstanding debts in colony,39585,credit,,,,Return,Dutch Guilder,
GK047,Expenditure,Wages crew (including bonuses),11694,,,,,Return,Dutch Guilder,
GK047,Expenditure,Other expenses,1505,,,,,Return,Dutch Guilder,
GK048,Expenditure,Value of ship before departure,7200,,,,,Outfitting,Dutch Guilder,
GK048,Expenditure,Outfitting costs,17354,,,,,Outfitting,Dutch Guilder,
GK048,Expenditure,Advance crew payment,1641,,,,,Outfitting,Dutch Guilder,
GK048,Expenditure,Insurance hull,1284,,,,,Outfitting,Dutch Guilder,
GK048,Expenditure,Insurance cargo,1142,,,,,Outfitting,Dutch Guilder,
GK048,Expenditure,Trade cargo costs,40905,,,,,Outfitting,Dutch Guilder,
GK048,Expenditure,Other expenses,7451,,,,,Outfitting,Dutch Guilder,
GK048,Return,Value of ship after voyage,5400,,,,,Return,Dutch Guilder,
GK048,Return,Plantation produce received,40097,,,,,Return,Dutch Guilder,
GK048,Return,Outstanding debts in colony,19368,credit,,,,Return,Dutch Guilder,
GK048,Return,African goods sold,6970,,,,,Return,Dutch Guilder,
GK048,Expenditure,Wages crew (including bonuses),11995,,,,,Return,Dutch Guilder,
GK048,Expenditure,Insurance on return,568,,,,,Return,Dutch Guilder,
GK048,Expenditure,Other expenses,867,,,,,Return,Dutch Guilder,
GK049,Expenditure,Value of ship before departure,5400,,,,,Outfitting,Dutch Guilder,
GK049,Expenditure,Outfitting costs,16881,,,,,Outfitting,Dutch Guilder,
GK049,Expenditure,Advance crew payment,1587,,,,,Outfitting,Dutch Guilder,
GK049,Expenditure,Insurance hull,880,,,,,Outfitting,Dutch Guilder,
GK049,Expenditure,Insurance cargo,2395,,,,,Outfitting,Dutch Guilder,
GK049,Expenditure,Trade cargo costs,45242,,,,,Outfitting,Dutch Guilder,
GK049,Expenditure,Other expenses,6971,,,,,Outfitting,Dutch Guilder,
GK049,Return,Value of ship after voyage,3000,,,,,Return,Dutch Guilder,
GK049,Return,Bills of exchange sold,51884,,,,,Return,Dutch Guilder,
GK049,Return,Plantation produce received,9761,,,,,Return,Dutch Guilder,
GK049,Return,Outstanding debt in colony,21081,credit,,,,Return,Dutch Guilder,
GK049,Return,Freight and passengers,5156,,,,,Return,Dutch Guilder,
GK049,Return,African goods sold,8619,,,,,Return,Dutch Guilder,
GK049,Expenditure,Wages crew (including bonuses),13360,,,,,Return,Dutch Guilder,
GK049,Expenditure,Insurance on return,407,,,,,Return,Dutch Guilder,
GK049,Expenditure,Other expenses,2389,,,,,Return,Dutch Guilder,
GK050,Expenditure,Value of ship before departure,3000,,,,,Outfitting,Dutch Guilder,
GK050,Expenditure,Outfitting costs,22744,,,,,Outfitting,Dutch Guilder,
GK050,Expenditure,Advance crew payment,1815,,,,,Outfitting,Dutch Guilder,
GK050,Expenditure,Insurance hull,880,,,,,Outfitting,Dutch Guilder,
GK050,Expenditure,Insurance cargo,2775,,,,,Outfitting,Dutch Guilder,
GK050,Expenditure,Trade cargo costs,36297,,,,,Outfitting,Dutch Guilder,
GK050,Expenditure,Other expenses,6707,,,,,Outfitting,Dutch Guilder,
GK050,Return,Value of ship after voyage,3000,,,,,Return,Dutch Guilder,
GK050,Return,Bills of exchange sold,38129,,,,,Return,Dutch Guilder,
GK050,Return,Plantation produce received,65828,,,,,Return,Dutch Guilder,
GK050,Return,Freight and passengers,21,,,,,Return,Dutch Guilder,
GK050,Return,African goods sold,7043,,,,,Return,Dutch Guilder,
GK050,Expenditure,Wages crew (including bonuses),12636,,,,,Return,Dutch Guilder,
GK050,Expenditure,Insurance on return,3913,,,,,Return,Dutch Guilder,
GK050,Expenditure,Other expenses,1831,,,,,Return,Dutch Guilder,
GK051,Expenditure,Value of ship before departure,3000,,,,,Outfitting,Dutch Guilder,
GK051,Expenditure,Outfitting costs,19082,,,,,Outfitting,Dutch Guilder,
GK051,Expenditure,Advance crew payment,2195,,,,,Outfitting,Dutch Guilder,
GK051,Expenditure,Insurance hull,1642,,,,,Outfitting,Dutch Guilder,
GK051,Expenditure,Insurance cargo,3093,,,,,Outfitting,Dutch Guilder,
GK051,Expenditure,Trade cargo costs,35698,,,,,Outfitting,Dutch Guilder,
GK051,Expenditure,Other expenses,7647,,,,,Outfitting,Dutch Guilder,
GK051,Return,Bills of exchange sold,45699,,,,,Return,Dutch Guilder,
GK051,Return,Plantation produce received,12473,,,,,Return,Dutch Guilder,
